"subject","startDate","endDate","allDayEvent"
"Pós-graduação lato sensu: período de matrícula 2021.2 de alunos novos/veteranos (via internet na coordenação de curso) -  Término","09/02/2022","09/02/2022",true
"Término do Semestre Letivo 2021.2 – 100 dias letivos (Cursos de graduação presenciais) Último dia para pedidos de Trancamento Total, referente ao semestre 2021.2 ","10/02/2022","10/02/2022",true
"Graduação a distância: término do período letivo 2021.2
Último dia para pedidos de Trancamento Total de matrícula, referente ao semestre 2021.2 ","10/02/2022","10/02/2022",true
"Pós-graduação stricto e lato sensu: término do Período Letivo 2021.2","10/02/2022","10/02/2022",true
"Feriado Municipal em QUIXADÁ – Dia da Padroeira do Município: Nossa Senhora Rainha do Sertão","11/02/2022","11/02/2022",true
"Período de Avaliações Finais do Semestre 2021.2 – todos os campi","11/02/2022","18/02/2022",true
"Pós-graduação stricto sensu: oferta de disciplinas para o semestre 2022.1","14/02/2022","18/02/2022",true
"Período de ajuste de demanda e oferta de turmas para Matrícula 2022.1 para Coordenações de Curso, Chefias de Departamento e Diretorias de Unidades Acadêmicas – Término","15/02/2022","15/02/2022",true
"Graduação a distância: consolidação das sínteses de notas e frequências 2021.2 – Prazo final","17/02/2022","17/02/2022",true
"Consolidação das sínteses de notas e frequências 2021.2 das disciplinas semestrais e anuais pelos professores – Prazo Final","19/02/2022","19/02/2022",true
"Data de fechamento para o cálculo do IRA-Geral relativo a 2021.2 em todos os cursos de graduação","21/02/2022","21/02/2022",true
"Publicação na Internet da Oferta de Turmas para Matrícula no semestre 2022.1","21/02/2022","21/02/2022",true
"Ponto facultativo - Carnaval ","28/02/2022","28/02/2022",true
"Ponto facultativo - Carnaval","01/03/2022","01/03/2022",true
"Ponto facultativo até as 14:00 - Quarta-feira de Cinzas","02/03/2022","02/03/2022",true
"Dia do Bibliotecário ","12/03/2022","12/03/2022",true
"Feriado Estadual – Dia de São José","19/03/2022","19/03/2022",true
"Feriado Estadual – Data Magna do Ceará","25/03/2022","25/03/2022",true
"Último dia para para requerimento de Distinção Acadêmica (Cum Laude, Magna Cum Laude e Summa Cum Laude) nas Coordenações de Curso de Graduação pelos alunos concludentes do semestre 2021.2","11/04/2022","11/04/2022",true
"Último dia para remessa à PROGRAD do processo eletrônico contendo relação dos alunos concludentes, do semestre 2021.2 indicados pelas Coordenações de Curso de Graduação para concessão de distinção acadêmica (Cum Laude, Magna Cum Laude e Summa Cum Laude)","11/05/2022","11/05/2022",true
